filename,action_type,timestamp,fps,width,height
jab_left_20260308_193211_939935.mp4,jab_left,2026-03-08T19:32:13.672981,30.0,1920,1080
jab_left_20260308_193216_195172.mp4,jab_left,2026-03-08T19:32:17.701600,30.0,1920,1080
jab_left_20260308_193220_245362.mp4,jab_left,2026-03-08T19:32:21.749182,30.0,1920,1080
jab_left_20260308_193224_274408.mp4,jab_left,2026-03-08T19:32:25.796762,30.0,1920,1080
jab_left_20260308_193228_323774.mp4,jab_left,2026-03-08T19:32:29.845538,30.0,1920,1080
jab_left_20260308_193232_370821.mp4,jab_left,2026-03-08T19:32:33.892750,30.0,1920,1080
jab_left_20260308_193236_418734.mp4,jab_left,2026-03-08T19:32:37.977152,30.0,1920,1080
jab_left_20260308_193240_499318.mp4,jab_left,2026-03-08T19:32:42.021300,30.0,1920,1080
jab_left_20260308_193244_546516.mp4,jab_left,2026-03-08T19:32:46.068479,30.0,1920,1080
jab_left_20260308_193248_594661.mp4,jab_left,2026-03-08T19:32:50.105491,30.0,1920,1080
jab_left_20260308_193252_642692.mp4,jab_left,2026-03-08T19:32:54.164778,30.0,1920,1080
jab_left_20260308_193256_690502.mp4,jab_left,2026-03-08T19:32:58.212765,30.0,1920,1080
jab_left_20260308_193300_739243.mp4,jab_left,2026-03-08T19:33:02.289919,30.0,1920,1080
jab_left_20260308_193304_819007.mp4,jab_left,2026-03-08T19:33:06.323780,30.0,1920,1080
jab_left_20260308_193308_866625.mp4,jab_left,2026-03-08T19:33:10.373190,30.0,1920,1080
jab_left_20260308_193312_897834.mp4,jab_left,2026-03-08T19:33:14.421561,30.0,1920,1080
jab_left_20260308_193316_946396.mp4,jab_left,2026-03-08T19:33:18.467778,30.0,1920,1080
jab_left_20260308_193320_994008.mp4,jab_left,2026-03-08T19:33:22.515980,30.0,1920,1080
jab_left_20260308_193325_042692.mp4,jab_left,2026-03-08T19:33:26.563468,30.0,1920,1080
jab_left_20260308_193329_089937.mp4,jab_left,2026-03-08T19:33:30.611366,30.0,1920,1080
jab_left_20260308_193333_138391.mp4,jab_left,2026-03-08T19:33:34.659966,30.0,1920,1080
jab_left_20260308_193337_185227.mp4,jab_left,2026-03-08T19:33:38.709012,30.0,1920,1080
jab_left_20260308_193341_233173.mp4,jab_left,2026-03-08T19:33:42.755605,30.0,1920,1080
jab_left_20260308_193345_282421.mp4,jab_left,2026-03-08T19:33:46.787130,30.0,1920,1080
jab_left_20260308_193349_329631.mp4,jab_left,2026-03-08T19:33:50.835451,30.0,1920,1080
jab_left_20260308_193353_362092.mp4,jab_left,2026-03-08T19:33:54.884255,30.0,1920,1080
jab_left_20260308_193357_409892.mp4,jab_left,2026-03-08T19:33:58.933333,30.0,1920,1080
jab_left_20260308_193401_457919.mp4,jab_left,2026-03-08T19:34:02.980227,30.0,1920,1080
jab_left_20260308_193405_506621.mp4,jab_left,2026-03-08T19:34:07.059907,30.0,1920,1080
jab_left_20260308_193409_588993.mp4,jab_left,2026-03-08T19:34:11.107073,30.0,1920,1080
jab_left_20260308_193413_633855.mp4,jab_left,2026-03-08T19:34:15.186317,30.0,1920,1080
jab_left_20260308_193417_714191.mp4,jab_left,2026-03-08T19:34:19.235058,30.0,1920,1080
jab_left_20260308_193421_761850.mp4,jab_left,2026-03-08T19:34:23.273715,30.0,1920,1080
jab_left_20260308_193425_809959.mp4,jab_left,2026-03-08T19:34:27.332192,30.0,1920,1080
jab_left_20260308_193429_861193.mp4,jab_left,2026-03-08T19:34:31.378375,30.0,1920,1080
jab_left_20260308_193433_905686.mp4,jab_left,2026-03-08T19:34:35.412089,30.0,1920,1080
jab_left_20260308_193437_952840.mp4,jab_left,2026-03-08T19:34:39.459259,30.0,1920,1080
jab_left_20260308_193441_985036.mp4,jab_left,2026-03-08T19:34:43.539619,30.0,1920,1080
jab_left_20260308_193446_063979.mp4,jab_left,2026-03-08T19:34:47.588553,30.0,1920,1080
jab_left_20260308_193450_113183.mp4,jab_left,2026-03-08T19:34:51.635283,30.0,1920,1080
jab_left_20260308_193454_161440.mp4,jab_left,2026-03-08T19:34:55.682225,30.0,1920,1080
jab_left_20260308_193458_210028.mp4,jab_left,2026-03-08T19:34:59.762447,30.0,1920,1080
jab_left_20260308_193502_321397.mp4,jab_left,2026-03-08T19:35:03.875325,30.0,1920,1080
jab_left_20260308_193506_399842.mp4,jab_left,2026-03-08T19:35:07.955050,30.0,1920,1080
jab_left_20260308_193510_482050.mp4,jab_left,2026-03-08T19:35:12.011336,30.0,1920,1080
jab_left_20260308_193514_563273.mp4,jab_left,2026-03-08T19:35:16.108205,30.0,1920,1080
jab_left_20260308_193518_640898.mp4,jab_left,2026-03-08T19:35:20.190780,30.0,1920,1080
jab_left_20260308_193522_721069.mp4,jab_left,2026-03-08T19:35:24.282821,30.0,1920,1080
jab_left_20260308_193526_831845.mp4,jab_left,2026-03-08T19:35:28.385399,30.0,1920,1080
jab_left_20260308_193530_962969.mp4,jab_left,2026-03-08T19:35:32.468953,30.0,1920,1080
jab_right_20260308_193538_031969.mp4,jab_right,2026-03-08T19:35:39.554263,30.0,1920,1080
jab_right_20260308_193542_081026.mp4,jab_right,2026-03-08T19:35:43.602149,30.0,1920,1080
jab_right_20260308_193546_128598.mp4,jab_right,2026-03-08T19:35:47.643601,30.0,1920,1080
jab_right_20260308_193550_176660.mp4,jab_right,2026-03-08T19:35:51.697938,30.0,1920,1080
jab_right_20260308_193554_227535.mp4,jab_right,2026-03-08T19:35:55.790564,30.0,1920,1080
jab_right_20260308_193558_369458.mp4,jab_right,2026-03-08T19:35:59.889699,30.0,1920,1080
jab_right_20260308_193602_417884.mp4,jab_right,2026-03-08T19:36:03.938540,30.0,1920,1080
jab_right_20260308_193606_465260.mp4,jab_right,2026-03-08T19:36:07.986146,30.0,1920,1080
jab_right_20260308_193610_512034.mp4,jab_right,2026-03-08T19:36:12.017831,30.0,1920,1080
jab_right_20260308_193614_561044.mp4,jab_right,2026-03-08T19:36:16.065271,30.0,1920,1080
jab_right_20260308_193618_593153.mp4,jab_right,2026-03-08T19:36:20.114446,30.0,1920,1080
jab_right_20260308_193622_640808.mp4,jab_right,2026-03-08T19:36:24.196492,30.0,1920,1080
jab_right_20260308_193626_720325.mp4,jab_right,2026-03-08T19:36:28.273978,30.0,1920,1080
jab_right_20260308_193630_799788.mp4,jab_right,2026-03-08T19:36:32.322647,30.0,1920,1080
jab_right_20260308_193634_849244.mp4,jab_right,2026-03-08T19:36:36.370416,30.0,1920,1080
jab_right_20260308_193638_896057.mp4,jab_right,2026-03-08T19:36:40.449643,30.0,1920,1080
jab_right_20260308_193642_975378.mp4,jab_right,2026-03-08T19:36:44.530557,30.0,1920,1080
jab_right_20260308_193647_087581.mp4,jab_right,2026-03-08T19:36:48.609513,30.0,1920,1080
jab_right_20260308_193651_167134.mp4,jab_right,2026-03-08T19:36:52.689383,30.0,1920,1080
jab_right_20260308_193655_215495.mp4,jab_right,2026-03-08T19:36:56.769228,30.0,1920,1080
jab_right_20260308_193659_295505.mp4,jab_right,2026-03-08T19:37:00.849799,30.0,1920,1080
jab_right_20260308_193703_375433.mp4,jab_right,2026-03-08T19:37:04.929199,30.0,1920,1080
